HYBAS_ID,Year,Ephemeral,Seasonal,Permanent
2070048790,1984,2.8103905032259857,1.7368869918880423,3.3867472428083967
2070048980,1984,1.5930583660971331,0.41428897646294427,0.9265481762907108
2070048990,1984,1.698324244393378,0.5143436726653158,1.707183253952963
2070049120,1984,0.676411435784782,0.1610255267006916,0.1959404467296441
2070049130,1984,7.718802917445449,2.324708332076974,7.648973077387543
2070049480,1984,0.09849134157420941,0.04690063884486163,0.04168945675098811
2070049490,1984,0.43565482304782577,0.3064175071197626,0.6383698064995054
2070049520,1984,0.3903175388311262,0.2589957500655137,0.32517776265770726
2070049530,1984,1.3288514339377462,0.2100106383831026,0.6779747904129442
2070049610,1984,1.0281662271212444,0.3527970277552369,3.6811790311122503
2070049620,1984,0.0719143128954545,0.07920996782687742,0.2746292963471342
2070049660,1984,0.7425934483769757,0.355923737011561,0.4538939603763831
2070378450,1984,1.588368302212647,0.6102294231925883,3.6186448459857683
2070378340,1984,0.5403995831346834,0.14434974400029635,0.042731693169762816
2070373410,1984,0.1662367087945651,0.0364782746571146,0.03335156540079049
2070373340,1984,0.9791811154388332,0.37676846538705505,1.1891917538219356
2070359650,1984,0.44295047797924864,0.2376299034806322,1.0615177925220347
2070359860,1984,0.269939232462648,0.1104770603901185,0.6529611163623513
2070358160,1984,0.3621771555242092,0.1380963254876481,1.5909738932595838
2070358040,1984,0.2741081781377468,0.09223792306156119,3.7364175613073094
2070049670,1984,0.20844728375494057,0.016154664491007893,0.017196900909782594
2070049680,1984,1.893743572913635,0.5685399664416003,5.779200942105726
2070049690,1984,0.2798404784410077,0.11464600606521731,0.08546338633952563
2070049710,1984,0.5800045670481221,0.24440444020266777,3.5581951336968354
2070049720,1984,2.9625570203670923,0.9140413392654144,7.935588092550587
2070049950,1984,0.20115162882351764,0.08442114992075092,1.5216651714110658
2070049960,1984,6.1710818355650146,3.0230067326560253,21.27881984391372
2070050340,1984,1.1631358433525683,0.4882877621959482,10.673022046462345
2070050350,1984,1.3705408906887342,0.34914920028952545,2.3325251052177847
2070050390,1984,2.228822581549702,0.5252871550624502,2.371608970921836
2070050400,1984,0.002605591046936757,0.0031267092563241083,0.14434974400029635
2070050410,1984,2.6973078517889304,1.2678806034394259,11.190492428383983
2070050420,1984,1.454962040609485,0.2089684019643279,2.4732270217523697
2070050460,1984,1.3304147885659081,0.5044424266869562,4.160607783748613
2070050470,1984,1.9734746589498995,0.2845305423254939,0.5383151102971339
2070050510,1984,0.18343360970434772,0.05523853019505925,0.11151929680889318
2070050520,1984,3.6681510758775664,0.8087754609691693,10.031004412497127
2070050680,1984,0.5628076661383394,0.17249012730721333,12.001352362190703
2070050690,1984,0.4846399347302367,0.22460194824594848,0.14434974400029635
2070050770,1984,0.9515618503413036,0.047942875263636324,2.2116256806399193
2070050780,1984,0.0,0.004690063884486163,0.0
2070050790,1984,0.15477210818804335,0.08963233201462444,0.0781677314081027
2070050800,1984,0.24753114945899188,0.006253418512648217,0.057844121241996
2070050810,1984,0.008859009559584973,0.0020844728375494057,0.002605591046936757
2070050830,1984,0.08806897738646238,0.04585840242608693,0.25586904080918954
2070050840,1984,0.3038119160728258,0.016675782700395245,0.056280766613833945
2070050880,1984,0.4726542159143277,0.19750380135780615,0.9974202527673905
2070050890,1984,0.2589957500655137,0.19020814642638323,1.7014509536497022
2070050930,1984,2.1157399301126465,0.6665101898064223,11.094085559647324
2070050940,1984,5.3706442659460425,3.907865452195748,22.156904026731404
2070051150,1984,3.1032589369016774,1.917715010545453,12.4052189744659
2070051160,1984,6.25862969474209,4.606163852774799,100.3090018885525
2070051370,1984,2.4299742103732194,1.055785492218774,36.923830726140785
2070051380,1984,0.8431692627887345,1.018786099352272,10.088848533739123
2070051420,1984,2.7270115897240097,1.8088013047834965,48.36445989503069
2070051430,1984,20.25899150814267,17.303209024497612,274.50735468613755
2070052140,1984,2.036008844076382,1.5388620723208484,36.45586657411094
2070052150,1984,7.226867327783789,4.941242861410865,61.06358953959105
2070052290,1984,8.484846685244854,2.329398395961461,82.63840452643679
2070052300,1984,0.7967897421532603,0.8619295183266792,8.156542213330823
2070052380,1984,1.4872713695915007,0.897365556565019,4.808357718017091
2070052390,1984,2.2392449457374486,2.545141334647824,9.309255692495645
2070052660,1984,5.23567464971472,3.777064781639522,83.26009855023591
2070052670,1984,7.023631226122722,5.1241553529058255,63.30075001249096
2070052940,1984,1.1011227764354734,0.9671953966229241,8.956979782949794
2070052950,1984,0.15998329028191688,0.04898511168241103,0.0953646323178853
2070052960,1984,1.454962040609485,0.41637344930049375,1.9213628380111645
2070053050,1984,0.4606684970984186,1.5352142448551374,16.305267653520836
2070053060,1984,0.023450319422430813,0.004168945675098811,0.015112428072233189
2070053070,1984,0.23346095780553341,0.22303859361778636,0.7905363236406121
2070053080,1984,0.33143118117035547,0.10735035113379439,0.7081996465574105
2070053100,1984,1.28872533181492,0.6712002536909085,5.905832666986853
2070053110,1984,2.29604683056067,0.5617654297195648,2.90992408121897
