id_1,HYBAS_ID,Year,Ephemeral,Seasonal,Permanent
602,2120050910,1984,0.1206,0.0981,0.6561
603,2121087950,1984,0.1017,0.135,1.638
604,2120050920,1984,0.0531,0.036,0.036
605,2120050930,1984,1.4508,0.3978,3.7386
606,2120311730,1984,1.2735,0.4149,9.7137
607,2120311650,1984,0.3717,0.1386,3.6972
608,2121086990,1984,0.3924,0.1296,1.7388
609,2121086600,1984,0.1476,0.0693,0.459
610,2121086360,1984,0.0324,0.0054,0.0297
611,2120050940,1984,0.0234,0.0081,0.0018
612,2120050950,1984,0.0369,0.0864,0.2466
613,2120050960,1984,0,0,0
614,2120050970,1984,0.0288,0.0792,0.009
615,2120050980,1984,0.0468,0.0837,0.1269
616,2120311420,1984,0.2736,0.3627,3.1959
617,2120311430,1984,0.1665,0.1935,1.8144
618,2120050990,1984,0.0126,0,0
619,2120051000,1984,0.0891,0.4473,2.7531
620,2121088360,1984,0.1593,0.234,1.1889
621,2120051010,1984,0.0909,0.2547,0.6597
622,2120051020,1984,0.1305,0.1521,0.6453
623,2120051030,1984,0.6291,1.0764,3.0762
624,2120051040,1984,0.0405,0.0063,0.0441
625,2120309750,1984,0.0297,0.099,0.1683
626,2120309730,1984,0.0351,0.0306,0.2097
627,2120051050,1984,0.054,0.0999,0.0603
628,2120051060,1984,0.0729,0.0306,0.6264
629,2121085600,1984,0.4464,0.3591,3.0951
630,2120051070,1984,0.0972,0.0468,0.0945
631,2120051080,1984,0.0711,0.1917,0.4833
632,2121085650,1984,2.0088,1.1691,12.411
633,2120051090,1984,0.0072,0.0027,0.0135
634,2120051100,1984,0.6192,0.0234,0.018
635,2120303820,1984,0.8091,0,0.0045
636,2120303870,1984,1.3311,0.0027,0
637,2120051110,1984,0.1044,0.0603,0.0927
638,2120051120,1984,0,0,0
639,2120301760,1984,0.2997,0.0351,0.8082
640,2120301660,1984,0.2286,0.5229,1.5003
641,2121084070,1984,0.2034,0.0945,0.9936
642,2121084040,1984,0.0657,0,0
643,2120051130,1984,0.8316,0.8649,3.6279
644,2120051140,1984,0.2952,0.1503,0.5976
645,2120051150,1984,0.0774,0.0657,0.6615
646,2120296740,1984,0.4311,0.0999,0.09
647,2120296820,1984,0.0009,0.0009,0
648,2120296940,1984,0.0027,0,0
649,2120297050,1984,0.4959,0.0396,1.3338
650,2120297130,1984,0.0774,0.0864,0.8145
651,2120297230,1984,0.2817,1.1295,5.5854
652,2120297400,1984,0.3591,0.3069,0.9342
653,2120297240,1984,0.1809,0.1017,1.0539
654,2121082840,1984,0.2736,0.0747,1.611
655,2120297900,1984,0.4878,0.6057,2.9412
656,2120298090,1984,0.1863,0.171,0.3096
657,2121082040,1984,0.5355,0.234,0.9315
658,2120298700,1984,0.0666,0.0279,0.2259
659,2120298820,1984,0.0819,0.0378,0.792
660,2120299050,1984,0.3051,0.0738,0.1899
661,2120299110,1984,0.0675,0.0099,0.1143
662,2121083700,1984,0.1737,0.0018,0.1233
663,2120300870,1984,0.0171,0.0252,0.0441
664,2120300680,1984,0.063,0.0306,0.1017
665,2120301290,1984,0.0918,0.0243,0.018
666,2120301350,1984,0.6849,0.0972,0.3969
667,2120300790,1984,0.0072,0,0
668,2120300880,1984,0.1206,0.036,0.1971
669,2120303420,1984,0.0054,0,0
670,2120303540,1984,0.0567,0.0891,0.9477
671,2121084930,1984,0.3555,0.0306,2.5452
672,2120051160,1984,0.0603,0.0135,0.4545
673,2120051170,1984,0.0045,0.0054,0.0252
674,2120051180,1984,0.4203,0.6714,32.9418
675,2120293800,1984,0.3888,0.1098,15.9345
676,2120293680,1984,0.7299,0.8136,63.2196
677,2121081580,1984,0.441,0.9441,6.5646
678,2121080410,1984,0.7092,0.6237,15.6339
679,2120051190,1984,0.0396,0.0243,0.126
680,2120051200,1984,0.1242,0.054,0.3429
681,2120051210,1984,0.3699,0.1737,6.8733
682,2120051220,1984,0.2628,0.3006,1.827
683,2120051230,1984,0.2646,0.1935,2.1987
684,2120051240,1984,1.0467,0.1152,3.6504
685,2120051250,1984,0.0045,0.0333,0.0171
686,2120051260,1984,0.3717,0.1332,0.6795
687,2120051270,1984,0.1962,0.1782,0.5562
688,2120051280,1984,0.9954,0.5661,2.1105
689,2120051290,1984,1.1331,0.5481,5.0535
690,2120051300,1984,0.1746,0.0693,0.4293
691,2120051310,1984,0.018,0.0099,0.0747
692,2120051320,1984,0.9855,0.4095,4.6044
693,2120051330,1984,0.8496,0.7191,5.1462
694,2120051340,1984,0.7209,0.5202,6.0174
695,2120051350,1984,0.4419,0.6732,4.212
696,2120051360,1984,0.1746,0.1152,0.4725
697,2120051370,1984,0.9945,0.1179,0.5481
698,2120287180,1984,0.3303,0.0702,2.7333
699,2120286960,1984,0.1656,0.0549,0.0531
700,2120288100,1984,0.5607,0.1683,8.8389
701,2120288150,1984,1.1376,0.2187,19.584
702,2121078440,1984,0.1611,0.0711,0.1881
703,2121079130,1984,0.0801,0.0414,0.0387
704,2121080170,1984,0.7857,0.7821,29.9313
705,2121078600,1984,0.1179,0.3951,4.4676
706,2120051380,1984,0.3636,0.3024,0.9972
707,2120051390,1984,0.0297,0.0441,0.0072
708,2120051400,1984,0.0963,0.0459,0.1584
709,2121077370,1984,0.8667,1.3338,16.8597
710,2120051410,1984,0.1422,0.0585,0.2637
711,2120051420,1984,0.4446,0.2664,0.2934
712,2120279230,1984,0.0315,0.0171,0
713,2120279100,1984,0.0351,0.0468,1.4535
714,2120279020,1984,0.3366,0.5229,25.3827
715,2120278960,1984,0.2511,0.4176,16.7526
716,2120279580,1984,0.0054,0.0027,0.0009
717,2120279520,1984,0.0243,0.0036,0.0405
718,2121075690,1984,0.5643,0.3051,13.5666
719,2120279590,1984,2.0115,0.6831,0.4401
720,2120279720,1984,0.5184,0.2907,11.0997
721,2120279180,1984,0.5904,0.63,14.9499
722,2120279290,1984,0.1341,0.09,4.4811
723,2120051430,1984,0.0018,0.0018,0
724,2120051440,1984,0.0387,0.1098,0.0657
725,2120051450,1984,0.3204,0.3267,1.1034
726,2120051460,1984,0.3204,0.2007,3.4812
727,2120051470,1984,0.6048,0.5337,4.7304
728,2120051480,1984,0.5724,0.1647,2.1069
729,2120051490,1984,0.4338,0.4086,5.3064
730,2120051500,1984,0.4806,0.3924,3.5613
731,2120051510,1984,0.1242,0.0702,0.1944
732,2120051520,1984,0.4581,0.3492,1.9134
733,2120051530,1984,0.0576,0.1413,0.1881
734,2120051540,1984,0.3087,0.4032,0.873
735,2120051550,1984,0.8388,0.3105,13.5198
736,2121076810,1984,0.8226,0.1683,16.7112
737,2120051560,1984,0.8181,0.2844,3.3255
738,2120051570,1984,1.287,1.1322,47.0061
739,2120051580,1984,0.0036,0.0009,0
740,2120051590,1984,0.2709,0.2133,0.9612
741,2120051600,1984,0.1746,0.1638,0.1278
742,2120051610,1984,0.1827,0.2187,1.2294
743,2121073390,1984,0.0837,0.1242,1.8216
744,2120051620,1984,0.1764,0.4905,1.6614
745,2120051630,1984,0.4653,0.8631,3.366
746,2120051640,1984,0.3591,0.3969,2.7747
747,2120051650,1984,0.3807,0.3582,1.3644
748,2120051660,1984,0.5184,0.4005,3.7179
749,2120051670,1984,0.1548,0.1413,0.3879
750,2120051680,1984,0.3762,0.1107,3.069
751,2120051690,1984,1.2033,1.206,10.2276
752,2120051700,1984,0.8838,0.477,7.1226
753,2120051710,1984,0.8343,0.7749,9.549
754,2120051720,1984,1.4211,0.8415,42.3045
755,2121071210,1984,0.3123,0.117,9.4122
756,2121071470,1984,0.4644,0.2844,8.4177
757,2120051730,1984,2.5848,1.287,28.2726
758,2120051740,1984,0.3402,0.5301,9.3915
759,2120051750,1984,0.6066,0.2727,2.0385
760,2120051760,1984,0.3069,0.4347,4.2552
761,2120051770,1984,0.2943,0.153,2.9349
762,2120051780,1984,1.602,1.9152,32.0598
763,2120051790,1984,0.927,0.7677,14.6574
764,2120051800,1984,0.2169,0.1188,1.9701
765,2120051810,1984,0.63,0.9756,17.6769
766,2120051820,1984,1.0278,1.7172,7.9551
767,2120051830,1984,0.3744,0.1476,3.9681
768,2120051840,1984,1.4949,0.6975,5.1948
769,2120051850,1984,0.8541,0.2007,10.5876
770,2120051860,1984,1.2834,1.3266,11.3265
771,2120051870,1984,0.6219,0.8118,4.4262
772,2120051880,1984,0.0315,0.0144,0.144
773,2120051890,1984,0.7425,0.3636,14.0508
774,2120051900,1984,0.936,0.7218,6.5736
775,2120051910,1984,0.9657,0.8334,16.128
776,2120051920,1984,0.009,0,0
777,2120051930,1984,0.5112,0.6246,2.4489
778,2120259010,1984,1.0053,0.2079,13.8384
779,2120259030,1984,0.2592,0.3204,6.3081
780,2120051940,1984,0.513,0.6804,2.4147
781,2120051950,1984,0.2079,0.1791,2.5785
782,2120051960,1984,0.0486,0.0783,0.1512
783,2120051970,1984,0.4014,0.3987,3.456
784,2121066580,1984,0.2088,0.1206,1.2177
785,2120051980,1984,0.1062,0.0612,0.1638
786,2120051990,1984,0.4887,0.2979,10.9728
787,2120052000,1984,0.0531,0.0315,0.0522
788,2120052010,1984,0.0558,0.0216,0.4941
789,2121066610,1984,0.0126,0.2376,2.8566
790,2121066840,1984,0.2313,0.8604,8.1387
791,2120052020,1984,0.1503,0.144,1.4328
792,2120052030,1984,0.0054,0.0567,0.7182
793,2121066340,1984,0.126,0.1287,8.0676
794,2120052040,1984,0.0054,0.0477,0.0405
795,2120052050,1984,0.0198,0.0198,0.4671
796,2120052060,1984,0.0036,0.0126,0.0468
797,2120052070,1984,0,0.0018,0.0126
798,2121068200,1984,0.0594,0.0513,0.3672
799,2120259850,1984,0.1989,0.3861,8.7588
800,2120259840,1984,0.6075,0.6723,20.0052
801,2120052080,1984,0.0036,0.0081,0.0432
802,2120052090,1984,0.261,0.2169,2.2671
803,2120262100,1984,0.0513,0.0594,1.2618
804,2120262040,1984,0.099,0.189,2.5074
805,2120052100,1984,0.0036,0.0162,0.6093
806,2120052110,1984,0.1593,0.4059,2.7585
807,2120052120,1984,0.0027,0,0
808,2120052130,1984,0.2619,0.3168,3.1536
809,2120052140,1984,0.0099,0.0297,0.1026
810,2120263940,1984,0.243,0.3654,6.138
811,2120263930,1984,0.0171,0.0072,0.0126
812,2120263490,1984,0.0639,0.0603,0.5949
813,2120263440,1984,0.6354,0.0459,2.5335
814,2120262450,1984,0.3429,0.2916,2.6271
815,2120262440,1984,0.7155,0.8667,30.1878
816,2120263600,1984,0.171,0.0504,2.2221
817,2120263730,1984,0.2781,0.1656,1.8009
818,2121068470,1984,1.3446,0.9576,22.608
819,2120052150,1984,0,0,0
820,2120052160,1984,0.0063,0.027,0.1323
821,2121069920,1984,0.0531,0.0234,0.5949
822,2120052170,1984,0.0333,0.0171,0.1161
823,2120052180,1984,0.2088,0.4293,2.9439
824,2120052190,1984,0.1971,0.3276,5.9931
825,2120052200,1984,0.0108,0.0117,0.0036
826,2120052210,1984,0.1701,0.3717,9.4221
827,2120052220,1984,0.0009,0.0135,0.0009
828,2120052230,1984,0.2313,0.1863,1.6191
829,2120269480,1984,1.008,0.603,4.824
830,2120269310,1984,0.0315,0.0882,0.0081
831,2120269300,1984,0.1485,0.135,0.7983
832,2120269230,1984,0.1008,0.3609,3.3642
833,2120269010,1984,0.3213,0.2592,2.0178
834,2120268960,1984,0.513,0.5022,11.1483
835,2120268510,1984,0.6426,0.3654,6.354
836,2120268380,1984,1.7397,0.3852,14.8563
837,2121071080,1984,2.0178,1.4958,8.6742
838,2120052240,1984,0.018,0.0423,0.0207
839,2120052250,1984,0.0198,0.027,0.0558
840,2120052260,1984,0.5157,0.576,2.1123
841,2120271490,1984,0.1413,0.1161,0.0828
842,2120271350,1984,0.1701,0.1998,1.8594
843,2120272510,1984,0.648,0.2052,5.6871
844,2120272470,1984,1.8621,0.8487,13.1661
845,2121072810,1984,2.1177,1.314,13.5558
846,2121073790,1984,0.3501,0.108,3.9897
847,2120052270,1984,0.0171,0.0018,0
848,2120052280,1984,0.0171,0.0594,0.1125
849,2120052290,1984,0.4914,0.3915,28.9692
850,2120272640,1984,0.4491,0.1926,25.6851
851,2120272570,1984,0.5985,0.4347,5.7906
852,2120273760,1984,0.3375,0.3051,15.0579
853,2120273770,1984,0.9513,0.1449,2.7747
854,2121074220,1984,0.117,0.0279,0.6993
855,2120274500,1984,0.3735,0.4167,3.6747
856,2120274540,1984,0.7524,0.2079,14.832
857,2121074580,1984,2.8638,0.2079,2.8737
858,2121074380,1984,0.018,0.0162,0.0027
859,2121075200,1984,0.7002,0.306,10.3212
860,2121074570,1984,3.5838,1.206,20.9862
861,2121075270,1984,0.3825,0.1764,0.7533
862,2121075210,1984,3.9501,0.2592,19.7766
863,2120052300,1984,0.2232,0.3951,0.3627
864,2120052310,1984,0.0126,0.0162,0.1611
865,2121072660,1984,0.2943,0.1071,9.1422
866,2120052320,1984,0.189,0.2232,0.2871
867,2120052330,1984,0.0018,0,0
868,2120268330,1984,0.0162,0.2097,0.0369
869,2120268320,1984,0.0234,0.0054,0.0477
870,2120269920,1984,0.0297,0.0369,0.0396
871,2120269930,1984,0.099,0.0297,3.0915
872,2121072630,1984,0.1575,0.0117,0.7461
873,2121073330,1984,0.0072,0.0018,0.0018
874,2121074010,1984,0.0072,0,0
875,2120052340,1984,0.0972,0.0459,0.0477
876,2120052350,1984,0.09,0.2556,0.2916
877,2120052360,1984,0.0117,0.108,0.2142
878,2121071280,1984,0.1089,0.0504,0.3888
879,2120052370,1984,0.0846,0.0945,0.2817
880,2120052380,1984,0.8991,0.5715,0.1782
881,2120270280,1984,0.0189,0.0072,0.0018
882,2120270370,1984,0.1341,0.216,0.072
883,2120271580,1984,0.3303,0.0936,0.054
884,2120271590,1984,0,0,0
885,2120272180,1984,0,0,0
886,2120272170,1984,0.0144,0,0
887,2121073970,1984,0.0594,0.0225,0.1827
888,2120273340,1984,0.0108,0.0171,0.0045
889,2120273150,1984,0.009,0.0054,0.0549
890,2120273450,1984,0.3177,0.1764,1.4184
891,2120273460,1984,0.0054,0,0.0054
892,2120274910,1984,0.1296,0.0045,2.2419
893,2120274960,1984,0.1242,0.18,1.1691
894,2121073810,1984,0,0,0
895,2120275460,1984,0.0333,0.0954,0.459
896,2120275520,1984,0.0036,0.0216,0.0036
897,2120276060,1984,0.0612,0.0126,0.1089
898,2120276130,1984,0.1296,0.1233,1.6308
899,2120276980,1984,0.0522,0.0333,0.4158
900,2120276990,1984,0,0.036,0.5877
901,2121075420,1984,0.4752,0.0171,0.2304
902,2120052390,1984,0.1062,0.0576,0.1665
903,2120052400,1984,0.1854,0.2358,0.1782
904,2120052410,1984,0.0189,0.0018,0
905,2121071780,1984,0.0216,0.0063,0.0279
906,2121072070,1984,0.0072,0,0
907,2120270120,1984,0.0063,0.0144,0.0081
908,2120270160,1984,0,0,0
909,2120270910,1984,0.0081,0.0063,0.0027
910,2120271060,1984,0.0081,0,0
911,2121071740,1984,0.1143,0,0
912,2120052420,1984,0.828,1.3194,4.1526
913,2120052430,1984,0.0306,0.0045,0.0207
914,2120269940,1984,0.0288,0.0018,0.0549
915,2120269870,1984,0.081,0.0135,0
916,2120052440,1984,0.1809,0.3258,0.3879
917,2120052450,1984,0.0594,0.0207,0.0918
918,2121073130,1984,0,0,0
919,2121073070,1984,0,0.0153,0.0135
920,2121072540,1984,0,0,0
921,2121072670,1984,0.0207,0.0009,0
922,2120052460,1984,0.0234,0.0036,0.0063
923,2120052470,1984,0.0333,0.0153,0.0162
924,2120273620,1984,0.0225,0,0
925,2120273610,1984,0.0504,0,0.0108
926,2121073490,1984,0.0054,0.0072,0
927,2121074060,1984,0.0054,0.0009,0.0009
928,2121073920,1984,0,0,0
929,2121073850,1984,0,0.009,0.0036
930,2121074120,1984,0.0036,0.0036,0.0468
931,2121074340,1984,0.0036,0.0036,0.0009
932,2120052480,1984,0,0,0.0072
933,2120052490,1984,0.0018,0,0
934,2120052500,1984,0.1431,0.0351,0.0684
935,2120275960,1984,0.0315,0.0342,1.4085
936,2120276010,1984,0.0918,0.2133,0.18
937,2120276730,1984,0.099,0.1008,0.0792
938,2120276770,1984,0.0477,0,0
939,2121075130,1984,0.1107,0.2547,0.1053
940,2121075120,1984,0.054,0.189,0.306
941,2121075110,1984,0.3069,0.4752,1.4211
942,2120276880,1984,0.1323,0.3465,2.9412
943,2120276720,1984,0.0216,0.0036,0.0018
944,2120276550,1984,0.1305,0.2637,0.1287
945,2120276380,1984,0.0189,0.0009,0.1233
946,2120277420,1984,0.0306,0.0567,0.0108
947,2120277500,1984,0.0729,0.0054,0.1413
948,2121075500,1984,0.0216,0.0027,0
949,2121075700,1984,0.0036,0,0.0423
950,2120052510,1984,0.0054,0.0045,0.0153
951,2120052520,1984,0.0423,0.0342,0.0774
952,2120052530,1984,0.0045,0,0.0009
953,2120052540,1984,0.0189,0.0225,0.0945
954,2120052550,1984,0.0162,0,0
955,2120052560,1984,0.0153,0.0072,0.0126
956,2120052570,1984,0.0558,0.0018,0.0018
957,2120281430,1984,0.0153,0.0144,0.0288
958,2120281330,1984,0,0.0027,0.0306
959,2120281420,1984,0.0054,0.0072,0.0018
960,2120281320,1984,0.0252,0.0009,0.0072
961,2121076120,1984,0.0342,0.1521,1.449
962,2120052580,1984,0.0396,0,0
963,2120052590,1984,0.0729,0.0243,0.1422
964,2121077320,1984,0.0198,0.0279,0.1107
965,2120282510,1984,0.0036,0,0
966,2120282450,1984,0.0072,0.0189,0.5886
967,2120052600,1984,0.0279,0.0054,0.0333
968,2120052610,1984,0.1593,0.2457,0.9792
969,2120052620,1984,0.2547,0.1035,0.4851
970,2120052630,1984,0.0342,0.0567,0.4707
971,2120052640,1984,0.0315,0.0279,0.2907
972,2120052650,1984,0.126,0.0036,0.0081
973,2120052660,1984,0.1152,0.0288,0.0072
974,2120287320,1984,1.1412,0.2664,0.4545
975,2120287510,1984,0.054,0.0153,0.0279
976,2120285570,1984,0.0225,0.0162,0
977,2120285470,1984,0.6516,0.8154,0.5103
978,2120285170,1984,0.2583,0.6219,4.3704
979,2120285180,1984,0.0333,0.0144,0.0378
980,2120284660,1984,0.0432,0.0126,0.0981
981,2120284670,1984,0,0,0
982,2120284440,1984,0.0018,0.0117,0.0018
983,2120284410,1984,0.2565,0.2772,5.0985
984,2120284860,1984,0.495,0.2313,1.2492
985,2120284930,1984,0.3987,0.2034,1.2744
986,2120283720,1984,0.0666,0.0135,0.1323
987,2120283620,1984,0.0675,0.0216,0.2934
988,2120283710,1984,0.3897,0.3429,0.8685
989,2121077920,1984,0.0495,0.198,0.5679
990,2120283610,1984,0.4914,0.1566,0.7965
991,2121077530,1984,0.0306,0.0144,0.2178
992,2120282440,1984,0.6498,0.2934,6.3342
993,2120282390,1984,0.0549,0.0018,0.0792
994,2120281870,1984,0.0117,0.036,0.117
995,2120281840,1984,0.1611,0.0054,0.1206
996,2120284400,1984,0.6012,0.8469,43.5645
997,2120284340,1984,0.0189,0.0522,0.009
998,2121076940,1984,0.1314,0.3231,3.4992
999,2121077440,1984,0.4473,0.1746,27.9216
1000,2121076710,1984,0.2223,0.0333,1.9638
1001,2121078060,1984,0.0018,0.0261,0
1002,2120286560,1984,0.1197,0.3222,1.0962
1003,2120286430,1984,0,0.027,0.009
1004,2121078250,1984,1.2447,0.1494,7.1334
1005,2120282880,1984,0.1701,0.1926,3.6585
1006,2120282790,1984,0.8064,0.3186,30.6477
1007,2121077640,1984,0.2295,0.7776,9.0144
1008,2120052670,1984,0,0,0
1009,2120052680,1984,0.0045,0.0045,0.0036
1010,2120052690,1984,0.0261,0.0306,0.2682
1011,2121079670,1984,0.0567,0.0432,0.2178
1012,2121079800,1984,0.0198,0.0207,0.0207
1013,2121079660,1984,0.0567,0.1845,0.4887
1014,2121079530,1984,0.4302,0.2313,0.7497
1015,2121079490,1984,0.5067,0.2241,1.6875
1016,2121079380,1984,0.1278,0.3807,16.0731
1017,2120052700,1984,0.1044,0.0747,0.2592
1018,2120052710,1984,0.3753,0.0792,0.1998
1019,2120052720,1984,0.1899,0.0171,0.0036
1020,2121079810,1984,0.4374,0.1242,1.0269
1021,2121080200,1984,0.2898,0.0126,0
1022,2120052730,1984,0.0405,0.0729,0.5724
1023,2120052740,1984,0.0117,0.0279,0.1539
1024,2120291300,1984,1.0107,0.3267,3.6918
1025,2120291220,1984,0.2682,0.4995,25.4367
1026,2120052750,1984,0.1035,0.0567,0.4248
1027,2120052760,1984,1.8693,1.1817,2.6469
1028,2120052770,1984,0.0063,0,0
1029,2120292750,1984,0.1593,0.189,0.2709
1030,2120292640,1984,0.4113,0.1269,0.8244
1031,2120292070,1984,0.4725,0.0405,0.0063
1032,2120292060,1984,0.0099,0.0702,0.0549
1033,2120292230,1984,0.1188,0.2808,0.7227
1034,2120292050,1984,0.6264,0.1467,0.1764
1035,2121080960,1984,0.0072,0.0342,0.126
1036,2120290580,1984,0.9414,1.5822,30.4524
1037,2120290470,1984,0.2988,0.6156,5.8077
1038,2121080840,1984,0.2754,0.5022,9.2133
1039,2120052780,1984,0.0477,0.0081,0.0153
1040,2120052790,1984,0,0,0
1041,2120052800,1984,0.3771,0.2988,1.809
1042,2120052810,1984,0.0549,0.0369,0.7281
1043,2120052820,1984,0.4374,0.3069,2.0124
1044,2120052830,1984,0.0432,0.0477,0.1125
1045,2120052840,1984,0.3222,0.018,0.0666
1046,2121082450,1984,0.1764,0.0414,1.1358
1047,2120052850,1984,0.0396,0.0594,0.6066
1048,2120052860,1984,0.1269,0.1944,1.5714
1049,2120052870,1984,0.1872,0.0882,0.7461
1050,2120052880,1984,0.0018,0.0072,0
1051,2120296320,1984,0.0621,0.1692,0.351
1052,2120296400,1984,0.1107,0.1827,2.394
1053,2120052890,1984,0.4275,0.1746,0.081
1054,2120052900,1984,0.0792,0.0513,0.1476
1055,2121082210,1984,0.0018,0.0054,0.018
1056,2120052910,1984,0.7479,0.2052,0.2331
1057,2120052920,1984,0.009,0,0.0009
1058,2120052930,1984,0.081,0.0216,0.0396
1059,2120052940,1984,0.0126,0.0243,0.0081
1060,2120299260,1984,0,0,0
1061,2120299390,1984,0.1341,0.1854,0.1764
1062,2120298960,1984,0.0837,0.0288,0.0207
1063,2120298830,1984,0,0.0045,0
1064,2120300690,1984,0.2619,0.1341,0.4302
1065,2120300700,1984,0.0108,0.0045,0
1066,2120301430,1984,0.0027,0.0162,0.009
1067,2120301550,1984,0.1611,0.0639,0.2286
1068,2120302330,1984,0.0189,0.0036,0
1069,2120302360,1984,0.0162,0.0864,0.234
1070,2121082790,1984,0.0702,0.0612,1.287
1071,2120302070,1984,0.3141,0.1494,0.0747
1072,2120302170,1984,0.0108,0.0135,0
1073,2120302830,1984,0.0018,0.0063,0.0432
1074,2120302930,1984,0.0153,0.0261,0.0315
1075,2121084610,1984,0.1935,0.0018,0.0018
1076,2120303560,1984,0.1143,0.0036,0
1077,2120303650,1984,0.0081,0.0009,0.0063
1078,2120303550,1984,0.072,0.2907,1.5876
1079,2120303770,1984,0.0063,0,0
1080,2120301860,1984,0.0684,0.0297,0.0369
1081,2120301770,1984,0.0027,0.0081,0.0027
1082,2121084870,1984,0.0027,0.0027,0.0018
1083,2120301850,1984,0.0063,0,0.0018
1084,2120302060,1984,0.0243,0.0063,0.0648
1085,2120302350,1984,0.0081,0.0279,0.0324
1086,2120302420,1984,0.009,0.0081,0.1026
1087,2121083410,1984,0,0,0
1088,2121085060,1984,0.027,0.0162,0.0981
1089,2120302990,1984,0.0315,0.0198,0.0657
1090,2120302820,1984,0.0684,0.2808,7.7166
1091,2121085270,1984,0.0027,0.0216,0.117
1092,2121084020,1984,0.0171,0.0144,0
1093,2121083740,1984,0.0747,0.018,0.3951
1094,2120301300,1984,0.0036,0.0036,0.0018
1095,2120301150,1984,0.0234,0.0378,0.5103
1096,2120302240,1984,0.1026,0.0882,2.4894
1097,2120302050,1984,0,0.0045,0
1098,2120052950,1984,0.2961,0.0891,0.1629
1099,2120052960,1984,0,0,0.0027
1100,2120052970,1984,0.0639,0.009,0.0495
1101,2120052980,1984,0,0,0.0189
1102,2120052990,1984,0.0081,0.0027,0.0126
1103,2121085870,1984,0.0261,0.0468,0.1206
1104,2121085710,1984,0.117,0.0279,0.0927
1105,2121085520,1984,0.0036,0.0234,0.018
1106,2120053000,1984,1.7577,0.1134,0.8298
1107,2120053010,1984,0.1431,0.1215,0.783
1108,2121086680,1984,0.0171,0.1683,0.7875
1109,2120053020,1984,0.0198,0.0009,0.0405
1110,2120053030,1984,0.1017,0.0036,0.0198
1111,2121087000,1984,0.198,0.0819,0.1827
1112,2120053040,1984,0.081,0.1269,0.3465
1113,2120053050,1984,0.0378,0.0315,0.1359
1114,2121088000,1984,0.0441,0.0639,0.1062
1115,2120312530,1984,0.0279,0.2853,0.1161
1116,2120312650,1984,0.0369,0.0225,0.045
1117,2121088030,1984,0.1971,0.2556,0.2502
1118,2121089010,1984,0.0063,0.5382,5.8761
1119,2120312340,1984,0.0432,0.1521,0.0918
1120,2120312410,1984,0,0.0018,0.0072
1121,2120312100,1984,0.0234,0.1197,0.3762
1122,2120311990,1984,0.1377,0.3807,2.1429
1123,2121087240,1984,0.027,0.0567,0.0792
1124,2120312330,1984,0.009,0.1179,0.7362
1125,2120312400,1984,0.0036,0,0
1126,2120309910,1984,0.0117,0.0171,0.0045
1127,2120309900,1984,0.0045,0.0018,0
1128,2121088050,1984,0.0324,0.0171,0.2232
1129,2121086650,1984,0.0603,0.2187,11.7585
1130,2121088430,1984,0,0.0009,0.027
1131,2121086060,1984,0.0018,0.1809,1.4553
1132,2121089190,1984,0,0,0
1133,2121086420,1984,0.0927,0.2205,4.9887
1134,2120053060,1984,0.0396,0.0108,0.0324
1135,2120053070,1984,0.1503,0.063,0.099
1136,2121088820,1984,0.0684,0.0405,0.0981
1137,2120316280,1984,0.0189,0.0072,0
1138,2120316110,1984,0.009,0,0
1139,2121090280,1984,0.0864,0.0216,0.1161
1140,2121090160,1984,0.0054,0.0963,0.5949
1141,2121089820,1984,0.0243,0.0153,0.0054
1142,2121089720,1984,0.0387,0.1224,0.4419
1143,2120053080,1984,0.3753,0.0558,0.7749
1144,2120053090,1984,0.1962,0.1287,0.4554
1145,2120053100,1984,0.9108,0.1323,0.594
1146,2120319200,1984,0.2439,0.0216,0.0432
1147,2120319260,1984,0.1305,0.0954,0.2853
1148,2120320440,1984,0.0351,0.0117,0.0198
1149,2120320450,1984,0.0081,0,0
1150,2120320930,1984,0.297,0.0045,0.2259
1151,2120320830,1984,0.2322,0.0216,0.0558
1152,2121091260,1984,0.0216,0.0216,0.0063
1153,2120320250,1984,0.0009,0.009,0.0108
1154,2120320320,1984,0.0027,0,0
1155,2121090920,1984,0.0936,0.2466,2.3535
1156,2121090590,1984,0.135,0.3699,1.836
1157,2121090400,1984,0.0648,0.2169,4.7664
1158,2120053110,1984,0.1233,0.1458,0.4419
1159,2120053120,1984,0.4176,0.1701,1.0422
1160,2120053130,1984,0.0108,0.0036,0.0144
1161,2121091960,1984,0,0,0
1162,2120053140,1984,0.4923,0.1746,0.3483
1163,2120053150,1984,0.0162,0.0018,0.0162
1164,2120053160,1984,0,0,0
1165,2121094190,1984,0.0018,0,0
1166,2120053170,1984,2.2932,0.4437,2.7189
1167,2120053180,1984,0.5904,0.0414,0.0765
1168,2120053190,1984,0.0216,0,0.2646
1169,2120053200,1984,0.2583,0.0018,0.0324
1170,2120330910,1984,0.2322,0.0054,0.081
1171,2120330900,1984,0.0018,0,0
1172,2121095540,1984,0.0081,0,0
1173,2121095420,1984,0.0072,0.0009,0
1174,2120053210,1984,0.1908,0.0567,0.8352
1175,2120053220,1984,0.6093,0.0243,0.1269
1176,2121097310,1984,0.1314,0,0.0027
1177,2120053230,1984,0.153,0.0153,0.063
