HYBAS_ID,Year,Ephemeral,Seasonal,Permanent
2070055320,1984,2.2248,1.1556,17.2638
2070055600,1984,5.1822,6.5331,671.8959
2070055610,1984,7.9524,14.0409,96.9102
2070059370,1984,11.1384,6.7725,55.9233
2070048790,1985,4.0347,5.0319,5.9868
2070048980,1985,2.2068,1.2303,1.6776
2070048990,1985,2.7495,1.9854,3.0978
2070049120,1985,0.0774,0.4176,1.5651
2070049130,1985,9.1962,6.2739,16.2018
2070049480,1985,0.1008,0.0837,0.1431
2070049490,1985,0.3537,1.6263,1.3068
2070049520,1985,0.3213,0.5715,1.674
2070049530,1985,1.6209,1.2555,4.7241
2070049610,1985,1.0125,1.0278,7.2126
2070049620,1985,0.0891,0.1233,0.4329
2070049660,1985,0.3132,1.2996,0.8568
2070378450,1985,1.6677,1.5165,6.2892
2070378340,1985,0.4716,0.5103,0.0792
2070373410,1985,0.198,0.1242,0.0846
2070373340,1985,1.0602,1.3005,2.0781
2070359650,1985,0.4239,0.8064,1.8504
2070359860,1985,0.1872,0.531,1.1412
2070358160,1985,0.1323,0.5787,3.0348
2070358040,1985,0.1116,0.4392,6.6825
2070049670,1985,0.3969,0.0495,0.0504
2070049680,1985,1.6227,2.8692,9.5913
2070049690,1985,0.2556,0.3825,0.3915
2070049710,1985,0.4617,0.7137,6.1722
2070049720,1985,3.7647,2.9781,13.3641
2070049950,1985,0.189,0.4437,2.4606
2070049960,1985,8.7291,7.8705,37.7388
2070050340,1985,1.2969,1.0188,18.711
2070050350,1985,1.8189,0.9792,4.4928
2070050390,1985,3.2076,2.1114,5.5791
2070050400,1985,0.0036,0.0396,0.2628
2070050410,1985,4.1049,4.5954,19.8504
2070050420,1985,2.3157,1.8909,4.6098
2070050460,1985,2.6946,1.116,7.1334
2070050470,1985,1.2186,5.1768,1.4139
2070050510,1985,0.2592,0.1521,0.1899
2070050520,1985,5.8167,3.5379,29.2338
2070050680,1985,0.6057,1.1349,26.8119
2070050690,1985,1.7766,0.5409,0.7677
2070050770,1985,2.5551,0.6111,10.539
2070050780,1985,0.0243,0.0,0.0
2070050790,1985,0.7353,0.3042,0.1017
2070050800,1985,0.4743,0.2178,0.6795
2070050810,1985,0.0225,0.0153,0.0747
2070050830,1985,0.2088,0.234,1.5309
2070050840,1985,1.2591,0.1539,0.117
2070050880,1985,0.5085,0.5589,1.9521
2070050890,1985,0.4608,0.5067,2.6856
2070050930,1985,0.6408,4.1031,22.7646
2070050940,1985,5.8221,7.7049,44.5986
2070051150,1985,3.4272,4.5792,24.2505
2070051160,1985,10.2051,9.5067,181.6767
2070051370,1985,11.304,2.7234,66.6783
2070051380,1985,2.8404,0.8424,14.7978
2070051420,1985,3.3606,2.1141,61.2432
2070051430,1985,44.1018,21.9888,362.538
2070052140,1985,3.888,1.764,64.8
2070052150,1985,5.2722,2.6253,44.5338
2070052290,1985,11.2851,2.232,88.7589
2070052300,1985,1.2645,2.1843,17.7615
2070052380,1985,1.1394,4.5504,13.3695
2070052390,1985,4.0869,7.0137,18.558
2070052660,1985,5.319,14.8077,180.6831
2070052670,1985,12.0384,14.9085,122.7465
2070052940,1985,2.2986,2.7225,16.1946
2070052950,1985,0.2178,0.4302,0.2547
2070052960,1985,2.4507,1.3923,3.5748
2070053050,1985,2.3481,3.2454,25.9497
2070053060,1985,0.027,0.0504,0.0738
2070053070,1985,0.6858,0.2916,0.9828
2070053080,1985,0.9729,0.2772,1.3545
2070053100,1985,4.8519,1.2006,5.4117
2070053110,1985,4.7151,1.9971,5.1885
2070053200,1985,0.3582,0.1854,0.5238
2070053210,1985,0.9756,0.1647,1.1232
2070053240,1985,1.0098,0.8613,1.1502
2070335010,1985,0.0,0.0495,0.0144
2070335200,1985,3.8691,3.2553,12.0555
2070334500,1985,0.3312,0.4914,0.1008
2070334510,1985,1.0341,0.5013,0.513
2070332620,1985,0.675,0.2637,3.825
2070332480,1985,0.6912,0.9126,2.6316
2070327510,1985,1.2789,0.2241,0.4311
2070327500,1985,0.9963,0.243,0.7083
2070053250,1985,0.0117,0.0306,0.018
2070053260,1985,0.0072,0.0459,0.0459
2070337930,1985,8.1477,2.9034,6.9201
2070337990,1985,11.2086,8.0766,10.4616
2070354670,1985,0.4869,0.5958,1.4184
2070354790,1985,1.665,1.3176,3.3525
2070354920,1985,9.0999,2.0394,4.6233
2070354650,1985,0.9999,0.963,5.031
2070358230,1985,1.7136,1.4184,8.226
2070358400,1985,4.9041,2.8611,5.9616
2070053270,1985,2.1573,0.1638,0.3465
2070053290,1985,0.2934,0.1116,0.27
2070053300,1985,1.9314,2.5281,4.5378
2070053410,1985,4.2111,1.8711,3.8673
2070053420,1985,2.7045,3.6801,23.6754
2070053430,1985,0.1053,1.2159,0.6759
2070053460,1985,0.1053,0.6372,0.1017
2070053470,1985,7.1919,3.6288,12.6558
2070053480,1985,0.0747,3.1986,0.4761
2070053500,1985,24.3972,31.2138,30.3309
2070053510,1985,2.1618,3.3723,1.8873
2070053560,1985,4.2327,2.2077,10.6074
2070053570,1985,25.6023,1.0917,1.8792
2070053630,1985,4.0122,0.3096,0.1962
2070053640,1985,9.3942,0.6552,3.231
2070053670,1985,0.1935,0.1728,0.2421
2070053680,1985,25.0884,3.8493,10.3464
2070053720,1985,1.7127,1.0701,6.3918
2070053730,1985,12.285,3.9807,3.4461
2070053790,1985,2.0655,1.2456,4.1175
2070391260,1985,1.4958,2.3625,9.7371
2070391560,1985,1.4679,2.3391,13.1967
2070394460,1985,0.2358,0.7371,1.8099
2070394580,1985,0.6174,0.6327,1.386
2070393160,1985,2.4498,2.4111,11.6973
2070393150,1985,3.7719,4.4136,12.2868
2070392740,1985,1.5246,1.1556,3.3039
2070392570,1985,10.4814,5.9571,16.479
2070053800,1985,12.015,6.3612,25.4421
2070054000,1985,28.296,24.0975,215.6553
2070054130,1985,0.0198,0.0054,0.0594
2070054140,1985,5.0166,3.0402,55.6326
2070339950,1985,0.0,0.0081,0.0018
2070055250,1985,0.3177,0.2826,5.8527
2070055310,1985,3.8475,7.8516,188.334
2070055320,1985,3.3282,1.0017,15.7725
2070055600,1985,3.6252,5.2245,672.606
2070055610,1985,4.4802,9.6111,103.8051
2070059370,1985,10.7541,8.0208,62.7507
2070048790,1986,4.8645,3.3516,5.5242
2070048980,1986,2.1897,0.8658,1.6344
2070048990,1986,2.5074,1.3617,3.051
2070049120,1986,0.2277,0.1791,0.8415
2070049130,1986,11.1798,4.5927,14.7798
2070049480,1986,0.0819,0.0576,0.1017
2070049490,1986,0.216,1.0044,1.2582
2070049520,1986,0.2709,0.3195,0.9117
2070049530,1986,1.8594,0.9135,2.8746
2070049610,1986,1.7451,0.9198,6.4962
2070049620,1986,0.0585,0.3366,0.4797
2070049660,1986,0.2826,1.476,0.8874
2070378450,1986,1.629,1.4571,6.3261
2070378340,1986,0.5229,0.5463,0.0747
2070373410,1986,0.2421,0.1188,0.0585
2070373340,1986,0.9855,0.7515,1.0746
2070359650,1986,0.261,0.0621,0.0864
2070359860,1986,0.1368,0.1179,0.2898
2070358160,1986,0.2349,0.4365,3.0132
2070358040,1986,0.1971,0.288,6.5979
2070049670,1986,0.3411,0.063,0.0756
2070049680,1986,2.1717,1.2906,10.2267
2070049690,1986,0.2286,0.2124,0.2691
2070049710,1986,0.4995,0.5562,6.2019
2070049720,1986,3.3102,2.3814,13.1328
2070049950,1986,0.2268,0.2547,2.5983
2070049960,1986,6.0363,7.7184,36.0666
2070050340,1986,1.2393,0.7308,19.107
2070050350,1986,0.7263,0.4401,2.5713
2070050390,1986,1.9449,0.5562,3.7584
2070050400,1986,0.0018,0.0063,0.2223
2070050410,1986,1.3995,1.0341,11.8017
2070050420,1986,1.368,0.7893,3.9717
2070050460,1986,0.9603,0.6975,4.3821
2070050470,1986,3.321,0.4095,0.792
2070050510,1986,0.0774,0.0234,0.0612
2070050520,1986,4.5873,2.1888,40.8447
2070050680,1986,0.3807,1.1493,26.2395
2070050690,1986,1.7001,0.4914,0.7533
2070050770,1986,0.8766,0.576,13.1994
2070050780,1986,0.0135,0.0117,0.0
2070050790,1986,0.459,0.2619,0.1944
2070050800,1986,0.4167,0.1764,0.5382
2070050810,1986,0.0126,0.0171,0.0819
2070050830,1986,0.1503,0.2898,1.7028
2070050840,1986,0.756,0.2565,0.0936
2070050880,1986,0.9621,0.6273,1.7946
2070050890,1986,0.4113,0.5535,3.0627
2070050930,1986,2.0412,2.1555,17.6841
2070050940,1986,8.0721,9.3924,39.9492
2070051150,1986,4.95,4.8555,22.2138
2070051160,1986,14.5953,8.6904,178.0704
2070051370,1986,5.391,4.3938,77.5593
2070051380,1986,2.4111,0.8343,17.901
2070051420,1986,8.7849,0.7353,70.5105
2070051430,1986,65.6091,25.7679,411.5106
2070052140,1986,5.1975,2.1204,72.9009
2070052150,1986,13.3398,6.8076,107.5221
2070052290,1986,12.3417,2.0493,109.4913
2070052300,1986,1.9539,0.2502,6.9399
2070052380,1986,4.6629,0.7821,8.6877
2070052390,1986,4.3938,5.4315,19.2042
2070052660,1986,16.6995,8.4357,155.3625
2070052670,1986,20.7666,11.3202,91.2177
2070052940,1986,2.5713,4.2543,16.8255
2070052950,1986,0.1809,0.5247,0.3051
2070052960,1986,1.0368,0.7281,2.2887
2070053050,1986,2.3985,1.9908,23.4153
2070053060,1986,0.0072,0.0459,0.0243
2070053070,1986,0.3483,0.3924,0.846
2070053080,1986,0.3375,0.2187,0.477
2070053100,1986,1.9017,1.0503,7.5384
2070053110,1986,3.321,1.6407,4.4451
2070053200,1986,0.2187,0.2088,0.5292
2070053210,1986,0.369,0.2907,0.8946
2070053240,1986,1.0269,0.315,1.1232
2070335010,1986,0.0,0.0063,0.009
2070335200,1986,3.8358,1.6767,6.1488
2070334500,1986,0.1908,0.3663,0.0639
2070334510,1986,0.963,0.4617,0.5247
2070332620,1986,0.0891,0.2691,1.2537
2070332480,1986,0.342,0.846,1.6722
2070327510,1986,0.5121,0.2313,0.4806
2070327500,1986,0.396,0.4797,0.7992
2070053250,1986,0.0,0.0072,0.0036
2070053260,1986,0.0117,0.0036,0.009
2070337930,1986,6.525,1.503,6.9363
2070337990,1986,7.1298,3.1752,5.6133
2070354670,1986,0.081,0.0081,0.0495
2070354790,1986,0.7641,0.1026,0.8964
2070354920,1986,6.3846,0.3762,0.7443
2070354650,1986,1.1295,0.4707,4.3938
2070358230,1986,1.2051,0.3789,6.0246
2070358400,1986,1.7208,1.458,4.806
2070053270,1986,1.2735,0.0684,0.3582
2070053290,1986,0.198,0.0531,0.0711
2070053300,1986,0.8793,0.5994,2.4831
2070053410,1986,2.4102,0.7416,2.1069
2070053420,1986,2.3769,1.8657,21.0429
2070053430,1986,0.0585,0.0765,0.009
2070053460,1986,0.0342,0.0747,0.0054
2070053470,1986,6.2982,3.8142,12.915
2070053480,1986,0.0657,0.3312,0.126
2070053500,1986,21.0096,33.507,28.7262
2070053510,1986,1.2294,1.2492,0.99
2070053560,1986,6.2379,0.8136,9.3258
2070053570,1986,22.3551,2.2986,2.0385
2070053630,1986,3.5712,0.5679,0.2709
2070053640,1986,6.444,3.2049,3.2616
2070053670,1986,0.207,0.2133,0.1953
2070053680,1986,15.7644,12.2724,10.5048
2070053720,1986,1.5813,1.1304,6.3873
2070053730,1986,11.8845,5.0742,3.4119
2070053790,1986,1.7091,0.9432,3.3678
2070391260,1986,1.2798,1.9638,10.3005
2070391560,1986,1.5858,2.0421,13.2903
2070394460,1986,0.2682,0.6147,1.881
2070394580,1986,0.7137,0.5778,1.314
2070393160,1986,1.2195,2.3265,13.0032
2070393150,1986,3.7134,5.4495,11.2599
2070392740,1986,1.7298,1.3086,3.1302
2070392570,1986,9.4383,7.2495,17.0415
2070053800,1986,11.5155,6.8814,24.9066
2070054000,1986,23.85,48.1302,201.0123
2070054130,1986,0.0054,0.0108,0.0675
2070054140,1986,2.5641,4.9563,56.5794
2070339950,1986,0.0036,0.0018,0.0018
2070055250,1986,0.0198,0.5193,7.839
2070055310,1986,7.02,14.4621,216.6408
2070055320,1986,2.5839,1.1835,5.7816
2070055600,1986,4.2363,7.0389,671.823
2070055610,1986,6.4602,15.6834,101.9115
2070059370,1986,6.5124,12.9834,63.1395
2070048790,1987,4.3128,4.122,5.8851
2070048980,1987,2.106,1.3365,1.7595
2070048990,1987,2.5956,2.3571,3.1824
2070049120,1987,0.0783,0.4716,1.5372
2070049130,1987,9.2664,5.6727,14.9697
2070049480,1987,0.0891,0.135,0.1062
2070049490,1987,0.4995,1.2825,1.314
2070049520,1987,0.369,0.7218,1.6704
2070049530,1987,1.6308,1.2924,4.6458
2070049610,1987,1.1565,1.3014,7.2504
2070049620,1987,0.1647,0.1701,0.4392
2070049660,1987,0.3213,1.5003,0.8847
2070378450,1987,1.4589,1.6371,6.4926
2070378340,1987,0.4869,0.5886,0.0846
2070373410,1987,0.2331,0.1296,0.081
2070373340,1987,1.0008,1.6938,2.2068
2070359650,1987,0.3924,0.7866,1.8729
2070359860,1987,0.1728,0.4086,1.2708
2070358160,1987,0.2097,0.2853,1.314
2070358040,1987,0.6732,0.2583,5.4252
2070049670,1987,0.2898,0.09,0.0891
2070049680,1987,1.5012,2.3544,8.8308
2070049690,1987,0.2898,0.6102,0.3303
2070049710,1987,0.2934,1.1862,5.8878
2070049720,1987,3.1311,3.4812,12.8817
2070049950,1987,0.1152,0.1215,1.7397
2070049960,1987,5.3208,11.0709,37.6344
2070050340,1987,2.1834,1.2708,15.6924
2070050350,1987,1.332,1.458,4.8825
2070050390,1987,2.2401,2.727,6.4116
2070050400,1987,0.0072,0.0351,0.2547
2070050410,1987,1.8009,7.1082,21.0033
2070050420,1987,0.8325,0.9243,4.3587
2070050460,1987,1.0188,2.7738,8.7336
2070050470,1987,1.3536,1.6335,1.3581
2070050510,1987,0.2313,0.6273,0.2637
2070050520,1987,4.3785,5.1192,27.8649
2070050680,1987,0.1737,1.1277,26.9604
2070050690,1987,0.8244,0.5094,0.6678
2070050770,1987,0.9072,0.5292,6.8454
2070050780,1987,0.0,0.0,0.0
2070050790,1987,0.2295,0.2331,0.2043
2070050800,1987,0.3114,0.1215,0.6228
2070050810,1987,0.0117,0.0108,0.081
2070050830,1987,0.0756,0.2007,1.7127
2070050840,1987,0.3861,0.3384,0.1179
2070050880,1987,0.4761,0.4608,1.62
2070050890,1987,0.0468,0.2943,2.1006
2070050930,1987,0.7911,1.8585,14.5764
2070050940,1987,6.1542,5.1003,43.452
2070051150,1987,3.2427,3.4614,24.3027
2070051160,1987,5.3163,15.3522,184.6512
2070051370,1987,1.9179,5.9859,80.451
2070051380,1987,2.4588,2.3688,18.6633
2070051420,1987,5.2488,5.9472,90.2007
2070051430,1987,23.5512,45.3168,540.9648
2070052140,1987,3.3003,2.79,70.1928
2070052150,1987,8.658,10.9917,118.8954
2070052290,1987,16.8021,11.0673,171.4842
2070052300,1987,2.0439,1.9656,16.9722
2070052380,1987,3.3804,3.5811,13.9131
2070052390,1987,3.8628,5.8761,20.8458
2070052660,1987,11.9799,10.6407,176.1129
2070052670,1987,11.547,8.712,117.7668
2070052940,1987,1.1907,2.9619,16.83
2070052950,1987,0.2457,0.3033,0.2295
2070052960,1987,2.4201,1.4985,3.5793
2070053050,1987,1.2618,3.3129,27.6642
2070053060,1987,0.0765,0.0495,0.0378
2070053070,1987,0.5139,0.513,1.2852
2070053080,1987,1.1961,0.5112,1.4508
2070053100,1987,2.2437,1.8918,10.4841
2070053110,1987,4.4721,1.8594,5.2452
2070053200,1987,0.3816,0.1494,0.522
2070053210,1987,0.6723,0.522,1.287
2070053240,1987,0.9468,0.8181,1.2339
2070335010,1987,0.0009,0.0189,0.0144
2070335200,1987,2.2509,5.1696,13.8015
2070334500,1987,0.3591,0.4383,0.1008
2070334510,1987,0.9522,0.477,0.5292
2070332620,1987,0.2556,1.5075,6.0777
2070332480,1987,0.486,1.044,3.3714
2070327510,1987,1.3671,0.153,0.1908
2070327500,1987,1.5093,0.9009,1.8153
2070053250,1987,0.0,0.0333,0.0207
2070053260,1987,0.0054,0.0549,0.0513
2070337930,1987,6.129,4.2237,8.8038
2070337990,1987,9.9594,8.1441,10.7883
2070354670,1987,0.333,0.7092,1.4904
2070354790,1987,1.6263,1.3131,3.3966
2070354920,1987,8.9271,2.1906,4.5999
2070354650,1987,0.6156,1.5318,5.2992
2070358230,1987,1.1601,1.9665,8.7156
2070358400,1987,4.1571,3.3183,6.5403
2070053270,1987,1.4715,0.2196,0.6021
2070053290,1987,0.3528,0.2169,0.6066
2070053300,1987,1.9305,3.7602,4.671
2070053410,1987,4.0518,2.2923,4.2219
2070053420,1987,2.3679,4.1085,24.3342
2070053430,1987,0.0936,0.9477,0.6597
2070053460,1987,0.0423,0.5454,0.1143
2070053470,1987,6.1317,3.3021,13.2201
2070053480,1987,0.0261,2.9214,0.4752
2070053500,1987,22.8384,32.2101,30.3525
2070053510,1987,1.6074,3.2265,2.2491
2070053560,1987,3.0672,3.1356,10.989
2070053570,1987,23.3442,2.0502,2.2212
2070053630,1987,3.9465,0.2979,0.2187
2070053640,1987,8.4564,1.3806,3.3039
2070053670,1987,0.2061,0.0972,0.2223
2070053680,1987,21.9663,4.1769,10.4202
2070053720,1987,1.4004,1.0359,6.4737
2070053730,1987,11.1033,2.3814,3.2769
2070053790,1987,1.647,1.6101,4.23
2070391260,1987,1.5003,1.773,10.1736
2070391560,1987,1.3824,2.2626,13.3677
2070394460,1987,0.2349,0.6309,1.8954
2070394580,1987,0.5409,0.6426,1.4589
2070393160,1987,1.2915,2.2131,13.059
2070393150,1987,3.411,4.4028,12.5964
2070392740,1987,1.6893,0.9639,3.2553
2070392570,1987,9.8217,6.1713,17.2566
2070053800,1987,9.54,7.452,26.0631
2070054000,1987,15.3135,40.2318,216.4905
2070054130,1987,0.0027,0.0126,0.0693
2070054140,1987,3.4506,4.1373,55.9719
2070339950,1987,0.0,0.0081,0.0018
2070055250,1987,0.1332,0.3816,7.8372
2070055310,1987,7.4745,12.2832,224.6094
2070055320,1987,1.6695,2.6226,19.8621
2070055600,1987,5.7987,5.4909,669.807
2070055610,1987,7.5384,6.6447,81.5778
2070059370,1987,7.4106,11.0025,61.0614
2070048790,1988,3.4821,1.9971,4.7043
2070048980,1988,1.908,0.9486,1.7649
2070048990,1988,2.1492,1.4004,3.1032
2070049120,1988,0.1422,0.3825,1.4967
2070049130,1988,9.3474,5.3685,15.3549
2070049480,1988,0.1296,0.0873,0.1035
2070049490,1988,0.3546,1.1574,1.2834
2070049520,1988,0.387,0.5346,1.6812
2070049530,1988,1.4211,0.1431,1.5237
2070049610,1988,0.4779,0.2475,1.9296
2070049620,1988,0.0171,0.0243,0.0891
2070049660,1988,0.1503,0.6822,0.4239
2070378450,1988,1.2825,1.2708,6.2235
2070378340,1988,0.3978,0.4464,0.0729
2070373410,1988,0.2034,0.1647,0.0612
2070373340,1988,0.9837,1.2096,1.5327
2070359650,1988,0.5508,0.8073,1.6785
2070359860,1988,0.144,0.4455,1.2618
2070358160,1988,0.0999,0.5463,3.0834
2070358040,1988,0.09,0.477,6.6636
2070049670,1988,0.0018,0.0072,0.0081
2070049680,1988,1.3023,2.133,10.179
2070049690,1988,0.0567,0.0297,0.117
2070049710,1988,0.216,0.6669,6.0651
2070049720,1988,2.6505,2.6667,12.708
2070049950,1988,0.1737,0.297,2.5749
2070049960,1988,5.1219,12.1743,39.5658
2070050340,1988,1.1043,1.5534,18.5148
2070050350,1988,1.4247,1.6524,4.9707
2070050390,1988,2.1699,3.0789,6.2523
2070050400,1988,0.0072,0.0297,0.2637
2070050410,1988,2.0502,7.3908,20.2554
2070050420,1988,1.296,1.8693,4.7835
2070050460,1988,1.0134,3.0915,8.5257
2070050470,1988,1.2852,4.7826,1.548
2070050510,1988,0.2232,0.6489,0.2619
2070050520,1988,6.4611,8.2044,50.9922
2070050680,1988,0.4428,1.2411,27.135
2070050690,1988,0.7911,1.3311,0.9099
2070050770,1988,1.0449,1.5444,20.6235
2070050780,1988,0.0036,0.0279,0.0
2070050790,1988,0.1467,0.765,0.324
2070050800,1988,0.2565,0.3789,0.7362
2070050810,1988,0.027,0.0297,0.0558
2070050830,1988,0.0864,0.4545,1.7037
2070050840,1988,0.5211,0.7083,0.4554
2070050880,1988,0.4815,0.6876,2.1879
2070050890,1988,0.1089,0.8901,3.3894
2070050930,1988,0.5823,4.2309,20.4489
2070050940,1988,6.3666,7.4574,43.8363
2070051150,1988,2.9844,5.3658,25.8282
2070051160,1988,5.1255,14.9769,186.948
2070051370,1988,1.9134,5.7951,80.73
2070051380,1988,1.5543,2.286,19.1853
2070051420,1988,3.3156,6.2766,87.8607
2070051430,1988,21.69,49.6719,527.7033
2070052140,1988,3.0888,2.8062,73.8891
2070052150,1988,5.4099,9.7542,114.6564
2070052290,1988,6.8265,6.8022,180.3798
2070052300,1988,2.4174,1.7919,17.991
2070052380,1988,2.2383,3.0456,15.1884
2070052390,1988,4.6368,8.1135,21.3381
2070052660,1988,8.4366,13.2525,184.6674
2070052670,1988,9.9414,15.6573,124.7526
2070052940,1988,1.2699,4.7286,18.1143
2070052950,1988,0.2871,0.3564,0.2493
2070052960,1988,2.1951,1.8999,3.8646
2070053050,1988,0.7398,4.6413,29.0295
2070053060,1988,0.0549,0.0747,0.0522
2070053070,1988,0.4005,0.7182,1.3518
2070053080,1988,1.0053,0.7074,1.7505
2070053100,1988,2.3472,2.6172,10.3248
2070053110,1988,4.4019,2.1249,5.7726
2070053200,1988,0.2664,0.2529,0.5517
2070053210,1988,0.8046,0.5238,1.2438
2070053240,1988,1.0143,0.8289,1.2186
2070335010,1988,0.0,0.0333,0.0144
2070335200,1988,2.862,4.6098,13.7205
2070334500,1988,0.2988,0.5724,0.0945
2070334510,1988,0.9162,0.5922,0.5715
2070332620,1988,0.3942,1.2735,6.075
2070332480,1988,0.4455,1.2492,3.3237
